Symbol,Name,Date,Price,Close,MA5,MA20,Price/MA20,Price/MA5,RSI,PBR,ROE,PER,EPS,BPS,DIV,DPS,Momentum,Score
013580,계룡건설산업,2026-09-03,21700.0,21700.0,21620.0,21704.5,0.9997926697228685,1.0037002775208141,53.5,0.2,10.641428288487113,1.92,11283.0,106029.0,3.23,700.0,1.0006628857642565,0.5579882936272755
009770,삼정펄프,2026-09-03,27950.0,27950.0,27920.0,27982.5,0.9988385598141696,1.0010744985673352,51.4,0.24,10.935472352136841,2.23,12556.0,114819.0,3.58,1000.0,0.9997512836128393,0.5572314150130496
075580,세진중공업,2026-09-03,10190.0,10190.0,10310.0,10799.5,0.9435622019537941,0.988360814742968,42.4,2.54,22.16969395371983,11.44,891.0,4019.0,2.21,225.0,0.9748860198425862,0.5561689847809594
003480,한진중공업홀딩스,2026-09-03,4700.0,4700.0,4726.0,4755.25,0.9883812628147837,0.9944985188319933,48.86,0.28,13.288354356116164,2.08,2265.0,17045.0,2.55,120.0,0.9942386728364443,0.5561565949661675
071050,한국금융지주,2026-09-03,186600.0,186600.0,189300.0,191905.0,0.9723561137020922,0.9857369255150554,42.39,0.91,16.819421686512666,5.39,34592.0,205667.0,4.66,8690.0,0.9860123853707825,0.5546741721761858
194370,제이에스코퍼레이션,2026-09-03,13090.0,13090.0,13532.0,13240.0,0.9886706948640483,0.9673366834170855,51.13,0.72,14.812369318807086,4.86,2692.0,18174.0,4.58,600.0,0.9892237623161123,0.5514226224205125
100220,비상교육,2026-09-03,4945.0,4945.0,4947.0,4976.5,0.9936702501758263,0.9995957145744896,48.09,0.3,10.659306961054892,2.85,1738.0,16305.0,4.45,220.0,0.9973862843661144,0.5489367311778438
378850,화승알앤에이,2026-09-03,2945.0,2945.0,2990.0,2952.25,0.9975442459141333,0.9849498327759197,50.25,0.34,10.923987255348203,3.07,960.0,8788.0,2.55,75.0,0.9960846426581846,0.5469104818018993
234080,JW생명과학,2026-09-03,11200.0,11200.0,11338.0,11369.5,0.9850916926865737,0.9878285411889222,46.97,0.79,12.965952965952965,6.06,1847.0,14245.0,4.91,550.0,0.9915888965590809,0.5467840176614323
271560,오리온,2026-09-03,129300.0,129300.0,129200.0,130030.0,0.9943859109436284,1.0007739938080495,49.0,1.34,10.048571903022252,13.35,9682.0,96352.0,2.71,3500.0,0.9979111393441238,0.5466826539042944
134380,미원화학,2026-09-03,10350.0,10350.0,10366.0,10622.0,0.974392769723216,0.9984564923789311,43.81,1.16,13.87796381615912,8.38,1235.0,8899.0,4.35,450.0,0.9894335263819811,0.5463153927169426
003090,대웅,2026-09-03,17200.0,17200.0,17694.0,17545.5,0.9803083411701006,0.9720809313891715,48.29,0.61,15.085295361624137,4.02,4280.0,28372.0,1.16,200.0,0.9866340422907997,0.5458454939211137
453340,현대그린푸드,2026-09-03,18470.0,18470.0,18766.0,18621.0,0.9918908758928092,0.9842267931365235,49.88,0.82,11.831839864473274,6.96,2654.0,22431.0,3.66,676.0,0.9936508387840138,0.5456380928086949
033780,케이티앤지,2026-09-03,174700.0,174700.0,175680.0,176840.0,0.9878986654603031,0.9944216757741348,46.73,1.95,11.430616604592378,17.09,10220.0,89409.0,3.43,6000.0,0.9940291647044719,0.5442509912923598
001750,한양증권,2026-09-03,19490.0,19490.0,19600.0,19586.0,0.9950985397733074,0.9943877551020408,47.01,0.44,9.945089852967872,4.45,4383.0,44072.0,8.21,1600.0,0.9969185715744482,0.543277145173778
011760,현대코퍼레이션,2026-09-03,25850.0,25850.0,25730.0,26497.5,0.9755637324275875,1.0046638165565487,51.35,0.45,12.52969430042829,3.58,7226.0,57671.0,2.71,700.0,0.9912122912548085,0.5430728462333337
064960,SNT모티브,2026-09-03,26800.0,26800.0,26200.0,26915.0,0.9957272896154561,1.0229007633587786,50.98,0.63,6.867447218695631,9.17,2921.0,42534.0,6.34,1700.0,1.0031144130589231,0.5418458647853936
003780,진양산업,2026-09-03,3835.0,3835.0,3887.0,3859.75,0.9935876675950515,0.9866220735785953,41.27,0.74,10.340821068938807,7.18,534.0,5164.0,9.34,358.0,0.9947972612467102,0.5397578620616751
003280,흥아해운,2026-09-03,1699.0,1699.0,1704.0,1734.35,0.9796177242194483,0.9970657276995305,46.67,1.6,11.958568738229754,13.38,127.0,1062.0,0.0,0.0,0.9912396960829177,0.5396693861250804
381970,케이카,2026-09-03,6280.0,6280.0,6344.0,6804.5,0.9229186567712543,0.9899117276166457,34.65,1.37,22.890778286461742,5.98,1050.0,4587.0,19.11,1200.0,0.9668767154589579,0.53817093585041
339770,교촌에프앤비,2026-09-03,3800.0,3800.0,3828.0,3820.0,0.9947643979057592,0.9926854754440961,50.79,1.01,9.295550847457628,10.83,351.0,3776.0,7.89,300.0,0.9964489816015363,0.5380064183793669
023810,인팩,2026-09-03,5220.0,5220.0,5176.0,5286.5,0.9874207888016646,1.008500772797527,51.93,0.39,9.044846101489828,4.36,1196.0,13223.0,3.45,180.0,0.9967395443557129,0.5372911187481879
016380,KG스틸,2026-09-03,5590.0,5590.0,5546.0,5598.0,0.998570918185066,1.0079336458708978,52.9,0.26,6.564943015917867,4.01,1394.0,21234.0,5.37,300.0,1.0010445748037107,0.5342158803694216
064400,LG씨엔에스,2026-09-03,72500.0,72500.0,75160.0,74470.0,0.9735463945212838,0.964608834486429,48.41,2.4,15.02808060786257,15.94,4549.0,30270.0,2.55,1850.0,0.9824714911041039,0.5338594804399676
229640,LS에코에너지,2026-09-03,43650.0,43650.0,45440.0,46030.0,0.9482945904844666,0.9606073943661971,45.45,6.33,20.107277471730935,31.47,1387.0,6898.0,0.57,250.0,0.9712373455921276,0.533401207487525
298040,효성중공업,2026-09-03,2725000.0,2725000.0,2904400.0,2879150.0,0.9464598926766581,0.9382316485332599,45.94,10.79,22.106867810971867,48.81,55832.0,252555.0,0.28,7500.0,0.9664469689056565,0.5321928261756614
051600,한전KPS,2026-09-03,45300.0,45300.0,45570.0,45797.5,0.9891369616245428,0.9940750493745886,48.42,1.51,9.23226108473216,16.41,2761.0,29906.0,3.64,1651.0,0.9944580216002976,0.5320545775022822
073240,금호타이어,2026-09-03,7120.0,7120.0,7284.0,7460.0,0.9544235924932976,0.9774848984074684,50.35,1.01,17.112526539278132,5.89,1209.0,7065.0,0.0,0.0,0.9770539417254462,0.5314147476532141
207940,삼성바이오로직스,2026-09-03,1477000.0,1477000.0,1500400.0,1548100.0,0.9540727343194884,0.9844041588909624,44.78,9.17,16.524555981680752,55.47,26628.0,161142.0,0.0,0.0,0.9783177101139845,0.5313651876460541
028050,삼성E&A,2026-09-03,46100.0,46100.0,46290.0,47672.5,0.9670145261943468,0.995895441780082,48.46,1.91,13.023525034109232,14.63,3150.0,24187.0,1.71,790.0,0.9859372860445031,0.5313344294301838
029780,삼성카드,2026-09-03,46600.0,46600.0,46460.0,46870.0,0.994239385534457,1.003013344812742,48.02,0.56,7.287590748744869,7.7,6053.0,83059.0,6.01,2800.0,0.9983089669900562,0.530971207071819
185750,종근당,2026-09-03,68200.0,68200.0,68640.0,68515.0,0.9954024666131503,0.9935897435897436,49.3,0.9,7.721186663166185,11.59,5882.0,76180.0,0.73,500.0,0.996883613358108,0.5296283567300826
033920,무학,2026-09-03,7740.0,7740.0,7854.0,7776.0,0.9953703703703703,0.985485103132162,50.84,0.34,8.34542496592358,4.08,1898.0,22743.0,7.31,566.0,0.9953034075583095,0.5290142347411392
039490,키움증권,2026-09-03,268500.0,268500.0,276100.0,281825.0,0.9527188858334072,0.9724737413980442,41.45,1.06,17.471496960725645,6.05,44379.0,254008.0,4.28,11500.0,0.9753586349745491,0.5288624599881071
009900,명신산업,2026-09-03,7770.0,7770.0,8018.0,7782.0,0.9984579799537394,0.9690695934148167,51.16,0.54,9.037900874635568,5.97,1302.0,14406.0,1.29,100.0,0.9935723137461401,0.5283940667694396
007980,TP,2026-09-03,1732.0,1732.0,1741.6,1797.25,0.9636945333147865,0.994487827285255,44.32,0.28,13.286826735885787,2.11,819.0,6164.0,4.33,75.0,0.9843071072767031,0.5283812777784673
026960,동서,2026-09-03,25700.0,25700.0,25770.0,26020.0,0.9877017678708686,0.9972836631742336,48.66,1.47,8.411643364657346,17.51,1468.0,17452.0,4.44,1140.0,0.9945270003641866,0.52724710016707
105630,한세실업,2026-09-03,9010.0,9010.0,9034.0,9093.5,0.9908176169791609,0.9973433694930264,48.76,0.48,7.793739279588337,6.2,1454.0,18656.0,6.66,600.0,0.9957887676132293,0.5270095495890386
004800,효성,2026-09-03,159000.0,159000.0,165940.0,162520.0,0.9783411272458774,0.9581776545739424,48.56,1.09,13.500903070439493,8.06,19734.0,146168.0,3.14,5000.0,0.9833240182919903,0.5269372684538861
155660,DSR,2026-09-03,4495.0,4495.0,4453.0,4526.0,0.9931506849315068,1.0094318437008758,51.28,0.29,6.117508505626799,4.81,935.0,15284.0,5.56,250.0,0.9992074933172996,0.5263535084984088
192080,더블유게임즈,2026-09-03,58000.0,58000.0,58340.0,59495.0,0.9748718379695773,0.994172094617758,44.03,0.94,10.813403352463947,8.72,6651.0,61507.0,2.07,1200.0,0.988737898337173,0.5256971157278294
064350,현대로템,2026-09-03,126400.0,126400.0,130980.0,138410.0,0.9132288129470414,0.9650328294396091,38.79,4.48,25.007975612349792,17.92,7055.0,28211.0,0.47,600.0,0.9575472607011183,0.5249891250287143
005940,NH투자증권,2026-09-03,26300.0,26300.0,26410.0,27117.5,0.9698534156909745,0.9958349110185536,41.3,1.04,11.442410767459403,9.13,2882.0,25187.0,4.94,1300.0,0.9870648813396286,0.5248525783232545
322000,HD현대에너지솔루션,2026-09-03,129500.0,129500.0,134860.0,130310.0,0.9937840534110967,0.9602550793415394,49.0,3.47,9.975336443086162,34.8,3721.0,37302.0,0.0,0.0,0.9901197424096201,0.5244537354064559
030720,동원수산,2026-09-03,5530.0,5530.0,5482.0,5826.0,0.9491932715413662,1.0087559284932506,44.15,0.46,13.735039207593891,3.32,1664.0,12115.0,0.0,0.0,0.9816352941368016,0.5236427230711296
007590,동방아그로,2026-09-03,5590.0,5590.0,5606.0,5594.5,0.999195638573599,0.9971459150909739,47.54,0.41,5.714701177839173,7.11,786.0,13754.0,5.72,320.0,0.9991097851793498,0.5236258903950188
161390,한국타이어앤테크놀로지,2026-09-03,66500.0,66500.0,66500.0,67975.0,0.9783008458992276,1.0,46.89,0.67,8.999939536852288,7.45,8931.0,99234.0,3.46,2300.0,0.991320338359691,0.5218668318270676
016360,삼성증권,2026-09-03,86600.0,86600.0,87320.0,89875.0,0.9635605006954103,0.9917544663307375,40.71,0.96,12.483950945233985,7.68,11279.0,90348.0,4.62,4000.0,0.9836813307024759,0.5217395578469568
009070,케이씨티시,2026-09-03,4015.0,4015.0,4066.0,4029.5,0.9964015386524383,0.9874569601574028,49.9,0.38,6.701421800947867,5.68,707.0,10550.0,1.87,75.0,0.9960974544168142,0.5212166661206034
009970,영원무역홀딩스,2026-09-03,171400.0,171400.0,169360.0,179765.0,0.953467026395572,1.012045347189419,42.39,0.66,12.194549324342528,5.41,31684.0,259821.0,3.84,6576.0,0.9840747592829725,0.52107604943876
011200,HMM,2026-09-03,21350.0,21350.0,21330.0,21602.5,0.9883115380164332,1.0009376465072668,50.56,0.76,6.926299346776483,10.94,1951.0,28168.0,3.28,700.0,0.9955168756025431,0.5209637836208867
058850,KTcs,2026-09-03,2170.0,2170.0,2202.0,2228.5,0.973749158626879,0.9854677565849228,39.56,0.39,10.990187332738627,3.52,616.0,5605.0,4.61,100.0,0.9865240912406104,0.5205851108213373
214320,이노션,2026-09-03,18780.0,18780.0,18972.0,19085.0,0.984018862981399,0.9898798228969007,44.95,0.71,8.61822826658652,8.19,2294.0,26618.0,6.26,1175.0,0.9915595416291543,0.5202096741596296
002810,삼영무역,2026-09-03,22300.0,22300.0,22330.0,22915.0,0.9731616844861445,0.9986565158978952,47.85,0.65,9.714269019516186,6.71,3325.0,34228.0,5.3,1181.0,0.9889822577822458,0.5196828525355747
035000,HS애드,2026-09-03,6490.0,6490.0,6468.0,6634.0,0.9782936388302683,1.0034013605442176,46.76,0.5,8.195092118339577,6.05,1072.0,13081.0,8.47,550.0,0.9920317720093765,0.5189515812369104
004140,동방,2026-09-03,1805.0,1805.0,1823.0,1849.55,0.9759130599334973,0.9901261656609983,45.72,0.49,9.790590155017677,5.01,360.0,3677.0,1.66,30.0,0.9883337621686246,0.5183348842961697
000270,기아,2026-09-03,127400.0,127400.0,128400.0,132555.0,0.9611104824412507,0.9922118380062306,43.4,0.81,12.3094705822579,6.57,19382.0,157456.0,5.34,6800.0,0.9827889111097246,0.5181814180540376
036530,SNT홀딩스,2026-09-03,45700.0,45700.0,45770.0,47027.5,0.97177183562809,0.9984706139392615,39.38,0.49,9.645273556559522,5.12,8924.0,92522.0,6.56,3000.0,0.9883864989254622,0.5175968550820343
000100,유한양행,2026-09-03,81400.0,81400.0,82800.0,82560.0,0.9859496124031008,0.9830917874396136,52.1,2.64,8.42327013450008,31.32,2599.0,30855.0,0.74,600.0,0.9910178631614426,0.5175073344913342
003030,세아제강지주,2026-09-03,104300.0,104300.0,102300.0,104690.0,0.9962747158276817,1.0195503421309873,49.0,0.2,3.066941442888598,6.66,15656.0,510476.0,1.73,1800.0,1.0025984830510635,0.5172455919379249
003850,보령,2026-09-03,8900.0,8900.0,8992.0,9026.0,0.9860403279415023,0.9897686832740213,51.75,0.89,7.653876898481215,11.62,766.0,10008.0,1.8,160.0,0.9923544517104798,0.5165558855751676
047400,유니온머티리얼,2026-09-03,912.0,912.0,939.8,941.9,0.9682556534663977,0.9704192381357736,42.96,1.95,12.633832976445397,15.46,59.0,467.0,0.0,0.0,0.9813597284637976,0.5161622630652802
005930,삼성전자,2026-09-03,250000.0,250000.0,255700.0,255875.0,0.9770395701025891,0.9777082518576456,46.59,3.91,10.320796287325969,37.85,6605.0,63997.0,0.67,1668.0,0.9863513800349586,0.5160234121594158
023000,삼원강재,2026-09-03,2225.0,2225.0,2214.0,2231.75,0.996975467682312,1.0049683830171634,51.38,0.34,4.1314698203041,8.27,269.0,6511.0,4.94,110.0,0.9997996698909521,0.5159074170132971
120030,조선선재,2026-09-03,83500.0,83500.0,83480.0,84290.0,0.9906275952070234,1.0002395783421179,44.14,0.47,5.664245515001108,8.37,9974.0,176087.0,0.6,500.0,0.9962998746597969,0.5154626851187813
267850,아시아나IDT,2026-09-03,9220.0,9220.0,9278.0,9362.0,0.9848323007904294,0.9937486527268808,45.91,0.59,7.247945990701229,8.1,1138.0,15701.0,5.42,500.0,0.9926602149217512,0.5149372326558607
030610,교보증권,2026-09-03,10050.0,10050.0,10160.0,10155.0,0.9896602658788775,0.9891732283464567,49.78,0.54,6.7437276940286575,7.94,1266.0,18773.0,5.47,550.0,0.9937008843244668,0.5147742805014784
009540,HD한국조선해양,2026-09-03,344000.0,344000.0,346000.0,367800.0,0.9352909189777052,0.9942196531791907,43.32,1.83,16.320795388619512,11.22,30664.0,187883.0,3.58,12300.0,0.9728232546590098,0.5147625676753202
023800,인지컨트롤스,2026-09-03,5300.0,5300.0,5414.0,5341.5,0.9922306468220538,0.9789434798670115,47.35,0.36,7.13064880016408,5.08,1043.0,14627.0,5.09,270.0,0.9927952744782897,0.5146000885253271
101530,해태제과식품,2026-09-03,5570.0,5570.0,5632.0,5654.0,0.9851432614078528,0.9889914772727273,46.53,0.48,7.5436034023541545,6.34,878.0,11639.0,4.49,250.0,0.9918384661301733,0.514441390793203
026890,스틱인베스트먼트,2026-09-03,8330.0,8330.0,8426.0,8379.5,0.9940927262963184,0.9886066935675291,53.18,1.18,5.913216108905275,19.98,417.0,7052.0,0.0,0.0,0.9953837189867494,0.5144184269545387
000240,한국앤컴퍼니,2026-09-03,24400.0,24400.0,24520.0,24810.0,0.9834744054816607,0.9951060358890701,47.43,0.48,7.2627137111951985,6.66,3666.0,50477.0,4.51,1100.0,0.9923880874745948,0.5142664219983016
072130,유엔젤,2026-09-03,4795.0,4795.0,4820.0,4866.25,0.9853583354739276,0.9948132780082988,44.86,0.94,6.891839125341663,13.58,353.0,5122.0,2.09,100.0,0.9930862714543499,0.5139584838768506
007700,F&F 홀딩스,2026-09-03,14200.0,14200.0,14352.0,14266.0,0.9953736155895135,0.9894091415830546,47.61,0.24,5.437739738758681,4.41,3218.0,59179.0,3.52,500.0,0.9960568125819651,0.5134029659229784
111770,영원무역,2026-09-03,75600.0,75600.0,74180.0,80205.0,0.9425846268935852,1.019142626044756,41.27,0.79,12.020300767518773,6.54,11558.0,96154.0,2.78,2100.0,0.9814375736319655,0.5126414215059114
028100,동아지질,2026-09-03,17370.0,17370.0,17562.0,17689.0,0.981966193679688,0.9890673044072429,50.76,0.94,7.826133792954863,11.95,1453.0,18566.0,3.45,600.0,0.9905685413870673,0.5126125807508648
083420,그린케미칼,2026-09-03,4785.0,4785.0,4877.0,4852.5,0.9860896445131375,0.981135944228009,49.9,0.9,7.747005988023951,11.56,414.0,5344.0,5.02,240.0,0.9907011440741572,0.5125011478794358
